CETCode,College,Location,Branch,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR,,,,
E177,Rajeev Institute of Technology,"Bommanayankanahally, Hassan",IE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,130766,--,--,--,--,--,--,--,--,,,,
E177,Rajeev Institute of Technology,"Bommanayankanahally, Hassan",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,135225,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E178,N I E Institute of Technology,Mysore,CS,43907,--,--,44101,--,--,39253,--,--,24913,--,--,29776,--,--,22281,26054,27408,86172,--,--,--,--,--,,,,
E178,N I E Institute of Technology,Mysore,EC,45056,--,--,50867,--,--,44723,--,--,32783,--,56935,33384,--,--,31989,--,33894,113154,--,--,--,--,--,,,,
E178,N I E Institute of Technology,Mysore,EE,--,--,--,91503,--,--,63361,--,--,79932,--,--,52002,--,--,50309,58688,50824,137636,--,--,107270,--,--,,,,
E178,N I E Institute of Technology,Mysore,IE,114708,--,--,58109,--,--,58917,--,--,--,--,--,--,--,48883,39821,--,43106,139681,--,--,58089,--,--,,,,
E178,N I E Institute of Technology,Mysore,ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,140885,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E180,Bearys Institute of Technology,"Mangalore, Dakshina Kannada",CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
E180,Bearys Institute of Technology,"Mangalore, Dakshina Kannada",CS,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,140820,--,--,--,--,--,--,--,--,,,,
E180,Bearys Institute of Technology,"Mangalore, Dakshina Kannada",EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,98021,--,--,--,--,--,--,--,--,,,,
E180,Bearys Institute of Technology,"Mangalore, Dakshina Kannada",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E181,Sri Basaveswara Institute of Technology,"Tiptur, Tumkur",CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
E181,Sri Basaveswara Institute of Technology,"Tiptur, Tumkur",CS,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
E181,Sri Basaveswara Institute of Technology,"Tiptur, Tumkur",EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
E181,Sri Basaveswara Institute of Technology,"Tiptur, Tumkur",EE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
E181,Sri Basaveswara Institute of Technology,"Tiptur, Tumkur",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E182,Shaikh College of Engineering and Technology,"Bhootramanatti, Belgaum",CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
E182,Shaikh College of Engineering and Technology,"Bhootramanatti, Belgaum",CS,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,127388,--,--,--,--,--,--,--,--,,,,
E182,Shaikh College of Engineering and Technology,"Bhootramanatti, Belgaum",EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
E182,Shaikh College of Engineering and Technology,"Bhootramanatti, Belgaum",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E183,Sha-Shib College of Engineering,Chickaballapur,AE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,130443,--,--,--,--,--,--,--,--,,,,
E183,Sha-Shib College of Engineering,Chickaballapur,CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
E183,Sha-Shib College of Engineering,Chickaballapur,CS,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
E183,Sha-Shib College of Engineering,Chickaballapur,EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
E183,Sha-Shib College of Engineering,Chickaballapur,ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E184,C Byre Gowda Institute of Technology,Kolar,CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
E184,C Byre Gowda Institute of Technology,Kolar,CS,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,136377,--,--,--,--,--,--,--,--,,,,
E184,C Byre Gowda Institute of Technology,Kolar,EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,135952,--,--,--,--,--,--,--,--,,,,
E184,C Byre Gowda Institute of Technology,Kolar,ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E185,Angadi Institute of Technology and Management,Belgaum,CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,137762,--,--,--,--,--,--,--,--,,,,
E185,Angadi Institute of Technology and Management,Belgaum,CS,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,140390,--,--,--,--,--,--,--,--,,,,
E185,Angadi Institute of Technology and Management,Belgaum,EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,138960,--,--,--,--,--,--,--,--,,,,
E185,Angadi Institute of Technology and Management,Belgaum,EE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,138778,--,--,--,--,--,--,--,--,,,,
E185,Angadi Institute of Technology and Management,Belgaum,ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,140060,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E186,ACS College of Engineering,"Kengeri Hobli,Bengaluru",AE,--,--,--,93173,--,--,64405,--,--,61241,--,--,46165,--,69773,44559,45753,69295,120810,--,--,59548,--,--,,,,
E186,ACS College of Engineering,"Kengeri Hobli,Bengaluru",BM,--,--,--,132883,--,--,140924,--,--,130035,--,--,--,--,--,127383,--,--,--,--,--,--,--,--,,,,
E186,ACS College of Engineering,"Kengeri Hobli,Bengaluru",CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,125260,--,--,--,--,--,--,--,--,,,,
E186,ACS College of Engineering,"Kengeri Hobli,Bengaluru",CS,122776,--,--,137191,--,--,129734,--,--,118609,--,--,120660,--,--,103175,--,108764,131649,--,--,121907,--,--,,,,
E186,ACS College of Engineering,"Kengeri Hobli,Bengaluru",EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,140205,--,--,--,--,--,--,--,--,,,,
E186,ACS College of Engineering,"Kengeri Hobli,Bengaluru",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
E186,ACS College of Engineering,"Kengeri Hobli,Bengaluru",SE,--,--,--,116593,--,--,107764,--,--,92099,--,--,76234,--,--,65931,--,78817,114175,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E188,Vijaya Vittala Institute of Technology,"Kothanur, Bengaluru",CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
E188,Vijaya Vittala Institute of Technology,"Kothanur, Bengaluru",CS,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,139190,--,--,--,--,--,--,--,--,,,,
E188,Vijaya Vittala Institute of Technology,"Kothanur, Bengaluru",EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
E188,Vijaya Vittala Institute of Technology,"Kothanur, Bengaluru",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E189,NDRK Institute of Technology,"Kandali, Hassan",CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,120284,--,--,--,--,--,--,--,--,,,,
E189,NDRK Institute of Technology,"Kandali, Hassan",CS,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,127224,--,--,--,--,--,--,--,--,,,,
E189,NDRK Institute of Technology,"Kandali, Hassan",EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
E189,NDRK Institute of Technology,"Kandali, Hassan",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E191,Akshaya Institute of Technology,Tumkur,CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,136017,--,--,--,--,--,--,--,--,,,,
E191,Akshaya Institute of Technology,Tumkur,CS,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,138776,--,--,--,--,--,--,--,--,,,,
E191,Akshaya Institute of Technology,Tumkur,EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
E191,Akshaya Institute of Technology,Tumkur,ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E193,Srinivas University,"Mukka, Mangalore, Dakshina Kannada",CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
E193,Srinivas University,"Mukka, Mangalore, Dakshina Kannada",CS,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,138131,--,--,--,--,--,--,--,--,,,,
E193,Srinivas University,"Mukka, Mangalore, Dakshina Kannada",EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,114515,--,--,--,--,--,--,--,--,,,,
E193,Srinivas University,"Mukka, Mangalore, Dakshina Kannada",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,114135,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E194,Government Engineering College,Karwar,CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,136914,--,--,--,--,--,--,--,--,,,,
E194,Government Engineering College,Karwar,CS,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,140292,--,--,--,--,--,--,--,--,,,,
E194,Government Engineering College,Karwar,EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,139881,--,--,--,--,--,--,--,--,,,,
E194,Government Engineering College,Karwar,ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,133858,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E196,Jain College of Engineering,Belgaum,CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,138819,--,--,--,--,--,--,--,--,,,,
E196,Jain College of Engineering,Belgaum,CS,47955,62916,--,42749,--,47449,31307,--,--,65586,--,--,30354,--,--,28706,33954,37569,74793,--,--,--,--,--,,,,
E196,Jain College of Engineering,Belgaum,EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,140501,--,--,--,--,--,--,--,--,,,,
E196,Jain College of Engineering,Belgaum,EE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,114161,--,--,--,--,--,--,--,--,,,,
E196,Jain College of Engineering,Belgaum,ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,140203,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E197,Veerappa Nisty Engineering College,Yadagiri,CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,130492,--,--,--,--,--,--,--,--,,,,
E197,Veerappa Nisty Engineering College,Yadagiri,CS,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
E197,Veerappa Nisty Engineering College,Yadagiri,EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
E197,Veerappa Nisty Engineering College,Yadagiri,EE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,133437,--,--,--,--,--,--,--,--,,,,
E197,Veerappa Nisty Engineering College,Yadagiri,ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E198,Sharnbasva University (Formerly Godutai College for Women),Gulbarga,CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,130636,--,--,--,--,--,--,--,--,,,,
E198,Sharnbasva University (Formerly Godutai College for Women),Gulbarga,CS,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,138504,--,--,--,--,--,--,--,--,,,,
E198,Sharnbasva University (Formerly Godutai College for Women),Gulbarga,EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,123416,--,--,--,--,--,--,--,--,,,,
E198,Sharnbasva University (Formerly Godutai College for Women),Gulbarga,EE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,111164,--,--,--,--,--,--,--,--,,,,
E198,Sharnbasva University (Formerly Godutai College for Women),Gulbarga,IE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,136256,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E199,AGM Rural Engineering College,Hubli,CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,136510,--,--,--,--,--,--,--,--,,,,
E199,AGM Rural Engineering College,Hubli,CS,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,139256,--,--,--,--,--,--,--,--,,,,
E199,AGM Rural Engineering College,Hubli,EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,111900,--,--,--,--,--,--,--,--,,,,
E199,AGM Rural Engineering College,Hubli,EE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,107260,--,--,--,--,--,--,--,--,,,,
E199,AGM Rural Engineering College,Hubli,ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,136816,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E201,Gopalan College of Engineering and Management,"White field,Bengaluru",AE,--,--,--,138627,--,--,--,--,--,133053,--,--,--,--,--,120228,131631,135000,0,--,--,133308,--,--,,,,
E201,Gopalan College of Engineering and Management,"White field,Bengaluru",CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,113572,--,--,--,--,--,--,--,--,,,,
E201,Gopalan College of Engineering and Management,"White field,Bengaluru",CS,71650,--,--,70772,--,--,92648,--,--,--,--,124161,62459,--,--,56376,132570,83945,126160,--,--,66605,--,--,,,,
E201,Gopalan College of Engineering and Management,"White field,Bengaluru",EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,134743,--,--,--,--,--,--,--,--,,,,
E201,Gopalan College of Engineering and Management,"White field,Bengaluru",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E202,Sampoorna Institute of Technology and Research,Ramanagara,CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
E202,Sampoorna Institute of Technology and Research,Ramanagara,CS,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
E202,Sampoorna Institute of Technology and Research,Ramanagara,EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
E202,Sampoorna Institute of Technology and Research,Ramanagara,EE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
E202,Sampoorna Institute of Technology and Research,Ramanagara,ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E203,K.S. School of Engineering And Management,"Mallasandra,Bengaluru",CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,135254,--,--,--,--,--,--,--,--,,,,
E203,K.S. School of Engineering And Management,"Mallasandra,Bengaluru",CS,90193,--,--,94416,--,--,87599,--,--,127508,--,--,92491,--,--,86326,127991,99070,103661,--,--,132546,--,--,,,,
E203,K.S. School of Engineering And Management,"Mallasandra,Bengaluru",EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,137627,--,--,--,--,--,--,--,--,,,,
E203,K.S. School of Engineering And Management,"Mallasandra,Bengaluru",EE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
E203,K.S. School of Engineering And Management,"Mallasandra,Bengaluru",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E204,Bangalore Technological Institute,"Sarjapura Rd, Bengaluru",CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
E204,Bangalore Technological Institute,"Sarjapura Rd, Bengaluru",CS,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,139711,--,--,--,--,--,--,--,--,,,,
E204,Bangalore Technological Institute,"Sarjapura Rd, Bengaluru",EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,119548,--,--,--,--,--,--,--,--,,,,
E204,Bangalore Technological Institute,"Sarjapura Rd, Bengaluru",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E205,ATME College of Engineering,"Varun hobli,Mysore",CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,140897,--,--,--,--,--,--,--,--,,,,
E205,ATME College of Engineering,"Varun hobli,Mysore",CS,118905,--,--,117509,--,--,60619,--,--,59100,--,119797,68012,--,--,56831,90745,117323,137317,--,--,125890,--,--,,,,
E205,ATME College of Engineering,"Varun hobli,Mysore",EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,140194,--,--,--,--,--,--,--,--,,,,
E205,ATME College of Engineering,"Varun hobli,Mysore",EE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,135711,--,--,--,--,--,--,--,--,,,,
E205,ATME College of Engineering,"Varun hobli,Mysore",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,140815,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E206,Shri Madhwa Vadiraja Institute of Technology and Management,Udupi,CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,140840,--,--,--,--,--,--,--,--,,,,
E206,Shri Madhwa Vadiraja Institute of Technology and Management,Udupi,CS,45973,--,--,48741,--,48900,61771,--,--,61858,--,--,52492,--,--,33808,36339,44247,--,--,--,105541,--,--,,,,
E206,Shri Madhwa Vadiraja Institute of Technology and Management,Udupi,EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,126203,--,--,--,--,--,--,--,--,,,,
E206,Shri Madhwa Vadiraja Institute of Technology and Management,Udupi,ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,131303,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E207,VSMs Somashekar R Kothiwale Institute of Technology,"Nippani, Belgaum",CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,130891,--,--,--,--,--,--,--,--,,,,
E207,VSMs Somashekar R Kothiwale Institute of Technology,"Nippani, Belgaum",CS,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,140810,--,--,--,--,--,--,--,--,,,,
E207,VSMs Somashekar R Kothiwale Institute of Technology,"Nippani, Belgaum",EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,129266,--,--,--,--,--,--,--,--,,,,
E207,VSMs Somashekar R Kothiwale Institute of Technology,"Nippani, Belgaum",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,133781,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E208,Achutha Institute of Technology,"Yelahanka, Bengaluru",AE,--,--,--,--,--,--,--,--,--,119862,--,--,--,--,--,110011,--,--,139978,--,--,115817,--,--,,,,
E208,Achutha Institute of Technology,"Yelahanka, Bengaluru",CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
E208,Achutha Institute of Technology,"Yelahanka, Bengaluru",CS,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,140704,--,--,--,--,--,--,--,--,,,,
E208,Achutha Institute of Technology,"Yelahanka, Bengaluru",EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
E208,Achutha Institute of Technology,"Yelahanka, Bengaluru",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E209,Jyothi Institute of Technology,"Thathaguni, Bengaluru",CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,79386,--,--,--,--,--,--,--,--,,,,
E209,Jyothi Institute of Technology,"Thathaguni, Bengaluru",CS,76592,--,--,81302,--,--,81935,--,--,54131,--,--,60389,--,--,48576,78446,85894,140719,--,--,--,--,--,,,,
E209,Jyothi Institute of Technology,"Thathaguni, Bengaluru",EC,--,--,--,--,--,--,133637,--,--,--,--,--,--,--,--,119247,--,--,--,--,--,--,--,--,,,,
E209,Jyothi Institute of Technology,"Thathaguni, Bengaluru",IE,83361,--,--,130286,--,--,80318,--,--,125048,--,--,84798,--,--,77087,--,--,129727,--,--,--,--,--,,,,
E209,Jyothi Institute of Technology,"Thathaguni, Bengaluru",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,108907,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E210,G Madegowda Institute of Technology,"Maddur , Mandya",CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,139863,--,--,--,--,--,--,--,--,,,,
E210,G Madegowda Institute of Technology,"Maddur , Mandya",CS,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,138887,--,--,--,--,--,--,--,--,,,,
E210,G Madegowda Institute of Technology,"Maddur , Mandya",EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
E210,G Madegowda Institute of Technology,"Maddur , Mandya",EE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
E210,G Madegowda Institute of Technology,"Maddur , Mandya",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,137593,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E211,Jain Institute of Technology,Davanagere,CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,140554,--,--,--,--,--,--,--,--,,,,
E211,Jain Institute of Technology,Davanagere,CS,100315,--,--,78784,--,--,54494,--,--,78982,--,--,51637,--,--,51504,84655,55279,101517,--,--,80410,--,--,,,,
E211,Jain Institute of Technology,Davanagere,EC,--,--,--,115954,--,--,122524,--,--,--,--,--,130068,--,--,112712,--,--,--,--,--,139764,--,--,,,,
E211,Jain Institute of Technology,Davanagere,EE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,134303,--,--,--,--,--,--,--,--,,,,
E211,Jain Institute of Technology,Davanagere,ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,139414,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E212,Dayananda Sagar Academy of Technology,"Kanakapur,Bengaluru",CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,137497,--,--,--,--,--,--,--,--,,,,
E212,Dayananda Sagar Academy of Technology,"Kanakapur,Bengaluru",CS,51497,--,--,30493,64646,73154,27884,--,--,18448,--,--,24126,--,30041,18177,47730,28452,88447,--,127751,51482,--,--,,,,
E212,Dayananda Sagar Academy of Technology,"Kanakapur,Bengaluru",EC,85085,--,--,38760,--,57665,118489,--,--,26108,--,--,25832,--,--,25299,60121,48461,118027,--,--,88711,--,--,,,,
E212,Dayananda Sagar Academy of Technology,"Kanakapur,Bengaluru",EE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,126560,--,--,--,--,--,--,--,--,,,,
E212,Dayananda Sagar Academy of Technology,"Kanakapur,Bengaluru",IE,43864,--,--,40586,62637,86034,33210,--,--,29834,--,--,32770,--,59877,27271,52287,33695,126309,--,--,127062,--,--,,,,
E212,Dayananda Sagar Academy of Technology,"Kanakapur,Bengaluru",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,140239,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E213,Lingarajappa Engineering College,Bidar,CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
E213,Lingarajappa Engineering College,Bidar,CS,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,79678,--,--,--,--,--,--,--,--,,,,
E213,Lingarajappa Engineering College,Bidar,EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
E213,Lingarajappa Engineering College,Bidar,EE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
E213,Lingarajappa Engineering College,Bidar,ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E216,Shetty Institute of Technology,Gulbarga,CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
E216,Shetty Institute of Technology,Gulbarga,CS,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,130154,--,--,--,--,--,--,--,--,,,,
E216,Shetty Institute of Technology,Gulbarga,EC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
E216,Shetty Institute of Technology,Gulbarga,EE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
E216,Shetty Institute of Technology,Gulbarga,ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E217,Girijabai Sail Institute of Technology,"Majali ,Karwar",CE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
E217,Girijabai Sail Institute of Technology,"Majali ,Karwar",CS,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,39651,--,--,--,--,--,--,--,--,,,,
E217,Girijabai Sail Institute of Technology,"Majali ,Karwar",ME,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
