CETCode,College,Location,Branch,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
E111,Sri Venkateshwara College of Engineering,"Bettahalsur(P), Bengaluru",CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142970,0,0,0,0,0,0,0,0
E111,Sri Venkateshwara College of Engineering,"Bettahalsur(P), Bengaluru",CS,86432,0,87517,104879,0,0,97123,0,0,53432,0,0,74034,0,0,50560,70966,75509,134130,0,0,87007,0,0
E111,Sri Venkateshwara College of Engineering,"Bettahalsur(P), Bengaluru",EC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132179,0,0,0,0,0,0,0,0
E111,Sri Venkateshwara College of Engineering,"Bettahalsur(P), Bengaluru",IE,0,0,0,152792,0,0,146153,0,0,81109,0,0,99833,0,0,78371,0,95657,89145,0,0,0,0,0
E111,Sri Venkateshwara College of Engineering,"Bettahalsur(P), Bengaluru",ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109510,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E112,Sri Krishna Institute of Technology,"Chikkabanavara, Bengaluru",AI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140260,0,0,0,0,0,0,0,0
E112,Sri Krishna Institute of Technology,"Chikkabanavara, Bengaluru",CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E112,Sri Krishna Institute of Technology,"Chikkabanavara, Bengaluru",CS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151906,0,0,0,0,0,0,0,0
E112,Sri Krishna Institute of Technology,"Chikkabanavara, Bengaluru",EC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E112,Sri Krishna Institute of Technology,"Chikkabanavara, Bengaluru",IE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133329,0,0,0,0,0,0,0,0
E112,Sri Krishna Institute of Technology,"Chikkabanavara, Bengaluru",ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E113,Sambhram Institute of Technology,"Jalahalli East, Bengaluru",CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E113,Sambhram Institute of Technology,"Jalahalli East, Bengaluru",CS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153193,0,0,0,0,0,0,0,0
E113,Sambhram Institute of Technology,"Jalahalli East, Bengaluru",EC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54845,0,0,0,0,0,0,0,0
E113,Sambhram Institute of Technology,"Jalahalli East, Bengaluru",IE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148332,0,0,0,0,0,0,0,0
E113,Sambhram Institute of Technology,"Jalahalli East, Bengaluru",ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130232,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E114,GM Institute of Technology,Davanagere,AI,64408,0,0,55139,0,0,113219,0,0,88015,0,0,55598,0,0,49095,71340,62145,136983,0,0,64567,0,0
E114,GM Institute of Technology,Davanagere,BT,0,0,0,133683,0,0,92513,0,0,0,0,0,101814,0,0,79958,0,89016,89305,0,0,137952,0,0
E114,GM Institute of Technology,Davanagere,CE,123277,0,0,145230,0,0,0,0,0,119967,0,0,101463,0,0,97637,0,136582,117362,0,141536,101652,0,0
E114,GM Institute of Technology,Davanagere,CS,50235,0,0,54644,0,67981,32858,0,110643,36343,0,0,32868,0,0,32419,41097,46463,91192,91898,94228,59475,0,0
E114,GM Institute of Technology,Davanagere,EC,50339,0,86393,74496,0,89722,68513,0,0,51599,0,0,50110,0,60114,43915,51741,50999,144304,0,0,75089,0,0
E114,GM Institute of Technology,Davanagere,IE,61866,0,0,54713,0,69227,68163,0,0,55735,0,0,38035,0,0,36441,93319,61313,137747,0,0,0,0,0
E114,GM Institute of Technology,Davanagere,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150932,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E115,SJB Institute of Technology,"Kengeri,Bengaluru",CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145265,0,0,0,0,0,0,0,0
E115,SJB Institute of Technology,"Kengeri,Bengaluru",CS,25143,0,67870,26157,138463,29402,29678,0,66288,18663,0,0,18364,0,29298,17448,26793,25084,88793,0,120881,46926,0,0
E115,SJB Institute of Technology,"Kengeri,Bengaluru",EC,32992,0,0,44198,0,56866,133652,0,0,28179,0,0,33728,0,0,27832,37640,29984,125212,0,0,38829,0,54848
E115,SJB Institute of Technology,"Kengeri,Bengaluru",EE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146979,0,0,0,0,0,0,0,0
E115,SJB Institute of Technology,"Kengeri,Bengaluru",IE,35737,120369,0,31087,0,33639,44848,0,0,22479,0,0,24730,0,30517,21895,35333,27272,116875,0,0,78595,0,0
E115,SJB Institute of Technology,"Kengeri,Bengaluru",ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127044,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E116,RL Jalappa Institute of Technology,"Doddaballapur, Bangaluru Rural",CS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148765,0,0,0,0,0,0,0,0
E116,RL Jalappa Institute of Technology,"Doddaballapur, Bangaluru Rural",EC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E116,RL Jalappa Institute of Technology,"Doddaballapur, Bangaluru Rural",ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E117,Alpha College Engineering,"Kannuru,Bengaluru",CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E117,Alpha College Engineering,"Kannuru,Bengaluru",CS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E117,Alpha College Engineering,"Kannuru,Bengaluru",EC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E117,Alpha College Engineering,"Kannuru,Bengaluru",ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E118,RNS Institute of Technology,"RR Nagar, Bengaluru",AI,31832,0,0,22233,0,37762,29895,0,0,15723,77401,0,19470,0,0,14460,57934,20726,118506,0,0,0,0,0
E118,RNS Institute of Technology,"RR Nagar, Bengaluru",CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150406,0,0,0,0,0,0,0,0
E118,RNS Institute of Technology,"RR Nagar, Bengaluru",CS,15197,0,0,13841,36482,18573,14326,0,34425,8938,0,15866,7989,0,17530,7833,20427,13408,50607,63221,53435,21257,0,0
E118,RNS Institute of Technology,"RR Nagar, Bengaluru",EC,38711,0,49732,27287,89013,39321,39808,0,0,19528,0,0,25007,0,25927,18678,32753,24037,108918,0,0,41100,0,0
E118,RNS Institute of Technology,"RR Nagar, Bengaluru",EE,0,0,0,95870,0,0,80867,0,0,52423,0,0,73151,0,0,48806,0,108245,125587,0,0,54210,0,0
E118,RNS Institute of Technology,"RR Nagar, Bengaluru",EI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151422,0,0,0,0,0,0,0,0
E118,RNS Institute of Technology,"RR Nagar, Bengaluru",IE,20372,0,36065,17335,0,21360,26995,0,0,14600,0,0,14450,38516,19363,13301,22309,19077,89658,0,0,34056,0,0
E118,RNS Institute of Technology,"RR Nagar, Bengaluru",ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150702,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E119,KCT Engineering College,"Roza,Gulbarga",CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146997,0,0,0,0,0,0,0,0
E119,KCT Engineering College,"Roza,Gulbarga",CS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140486,0,0,0,0,0,0,0,0
E119,KCT Engineering College,"Roza,Gulbarga",EC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153325,0,0,0,0,0,0,0,0
E119,KCT Engineering College,"Roza,Gulbarga",ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E120,Jnanavikasa Institute of Technology,Ramanagar,CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E120,Jnanavikasa Institute of Technology,Ramanagar,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85697,0,0,0,0,0,0,0,0
E120,Jnanavikasa Institute of Technology,Ramanagar,EC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E120,Jnanavikasa Institute of Technology,Ramanagar,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E121,Vivekananada College of Engineering Technology,Dakshina Kannada,AI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145957,0,0,0,0,0,0,0,0
E121,Vivekananada College of Engineering Technology,Dakshina Kannada,CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56897,0,0,0,0,0,0,0,0
E121,Vivekananada College of Engineering Technology,Dakshina Kannada,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135835,0,0,0,0,0,0,0,0
E121,Vivekananada College of Engineering Technology,Dakshina Kannada,EC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141232,0,0,0,0,0,0,0,0
E121,Vivekananada College of Engineering Technology,Dakshina Kannada,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141894,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E123,Canara Engineering College,"Bantwal,Dakshina Kannada",CS,71901,0,0,85935,0,119256,121261,0,0,62581,0,0,110303,0,0,53469,57542,67611,0,0,0,0,0,0
E123,Canara Engineering College,"Bantwal,Dakshina kannada",EC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120142,0,0,0,0,0,0,0,0
E123,Canara Engineering College,"Bantwal,Dakshina Kannada",IE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121461,0,122352,0,0,0,0,0,0
E123,Canara Engineering College,"Bantwal,Dakshina kannada",ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E124,Rajiv Gandhi Institute of Technology,"R.T Nagar Post, Bengaluru",BM,135644,0,0,142593,0,0,119783,0,0,136094,0,0,113345,0,0,112025,135180,0,147418,0,0,0,0,0
E124,Rajiv Gandhi Institute of Technology,"R.T Nagar Post, Bengaluru",CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E124,Rajiv Gandhi Institute of Technology,"R.T Nagar Post, Bengaluru",CS,128533,0,0,151256,0,0,127378,0,0,126647,0,0,0,0,0,125902,0,0,153317,0,0,0,0,0
E124,Rajiv Gandhi Institute of Technology,"R.T Nagar Post, Bengaluru",EC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114961,0,0,0,0,0,0,0,0
E124,Rajiv Gandhi Institute of Technology,"R.T Nagar Post, Bengaluru",EE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98493,0,0,0,0,0,0,0,0
E124,Rajiv Gandhi Institute of Technology,"R.T Nagar Post, Bengaluru",ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E126,BMS Institute of Technology and Management,"Yelahanka,Bengaluru",AI,32897,0,0,17270,32731,0,0,0,0,0,36660,0,20743,0,0,7390,0,23079,53715,0,0,33918,0,0
E126,BMS Institute of Technology and Management,"Yelahanka,Bengaluru",CE,0,0,0,126776,0,0,84386,0,0,59460,0,0,116232,0,0,59177,112870,105217,148736,0,0,73828,0,0
E126,BMS Institute of Technology and Management,"Yelahanka,Bengaluru",CS,7942,44525,0,10132,0,13464,14118,0,25957,8417,0,13359,8772,24616,0,5925,17683,11570,32436,0,50423,24966,0,29139
E126,BMS Institute of Technology and Management,"Yelahanka,Bengaluru",EC,19959,0,99550,22622,0,28089,32716,0,0,15138,0,23646,16902,0,21071,13746,49302,19088,52223,99315,66928,33589,0,0
E126,BMS Institute of Technology and Management,"Yelahanka,Bengaluru",EE,64699,0,0,39330,0,0,44816,0,0,31111,0,0,38204,0,0,30921,0,52066,97179,0,0,0,0,0
E126,BMS Institute of Technology and Management,"Yelahanka,Bengaluru",ET,48672,0,0,50098,0,0,66237,0,0,39712,0,0,35233,0,0,34819,0,57668,116496,0,0,62605,0,0
E126,BMS Institute of Technology and Management,"Yelahanka,Bengaluru",IE,19318,0,38265,14485,28987,18140,23150,0,0,12039,0,0,12699,0,21556,10390,28314,16959,62315,69722,0,28845,0,0
E126,BMS Institute of Technology and Management,"Yelahanka,Bengaluru",ME,0,0,0,0,0,0,136168,0,0,122724,0,0,0,0,0,122171,0,148233,144726,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E127,MS Engineering College,"Off Bengaluru International Airport, Bengaluru",AI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E127,MS Engineering College,"Off Bengaluru International Airport, Bengaluru",CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E127,MS Engineering College,"Off Bengaluru International Airport, Bengaluru",CS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149076,0,0,0,0,0,0,0,0
E127,MS Engineering College,"Off Bengaluru International Airport, Bengaluru",EC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87353,0,0,0,0,0,0,0,0
E127,MS Engineering College,"Off Bengaluru International Airport, Bengaluru",ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E128,Sharnbasva University(Formerly Appa Inst. of Tech.),"Brahmpur, Gulbarga",CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149402,0,0,0,0,0,0,0,0
E128,Sharnbasva University(Formerly Appa Inst. of Tech.),"Brahmpur, Gulbarga",CS,56810,0,0,63747,79709,0,43785,0,0,52169,0,0,0,0,0,29457,39700,56389,146776,0,0,0,0,0
E128,Sharnbasva University(Formerly Appa Inst. of Tech.),"Brahmpur, Gulbarga",EC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148367,0,0,0,0,0,0,0,0
E128,Sharnbasva University(Formerly Appa Inst. of Tech.),"Brahmpur, Gulbarga",EE,0,0,0,120307,0,0,0,0,0,0,0,0,121810,0,0,75139,0,127298,110305,0,0,118288,0,0
E128,Sharnbasva University(Formerly Appa Inst. of Tech.),"Brahmpur, Gulbarga",ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152718,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E129,St. Joseph Engineering College,"Mangalore, Dakshina Kannada",AI,26432,0,0,35001,0,0,42799,0,0,51631,0,0,26723,0,0,23172,34478,36268,0,0,0,0,0,0
E129,St. Joseph Engineering College,"Mangalore, Dakshina Kannada",CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134699,0,0,0,0,0,0,0,0
E129,St. Joseph Engineering College,"Mangalore, Dakshina Kannada",CS,22669,0,37695,40166,0,47559,39063,0,40513,25831,0,0,18887,94380,34317,18579,28978,33790,151099,0,0,45558,0,0
E129,St. Joseph Engineering College,"Mangalore, Dakshina Kannada",EC,62767,0,0,146028,0,0,58598,0,77029,60639,0,0,76129,0,0,45391,99494,59434,56510,0,0,52964,0,72396
E129,St. Joseph Engineering College,"Mangalore, Dakshina Kannada",EE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152630,0,0,0,0,0,0,0,0
E129,St. Joseph Engineering College,"Mangalore, Dakshina Kannada",ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133594,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E130,Shridevi Institute of Engineering and Technology,Tumkur,CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148911,0,0,0,0,0,0,0,0
E130,Shridevi Institute of Engineering and Technology,Tumkur,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148844,0,0,0,0,0,0,0,0
E130,Shridevi Institute of Engineering and Technology,Tumkur,EC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151482,0,0,0,0,0,0,0,0
E130,Shridevi Institute of Engineering and Technology,Tumkur,EE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149303,0,0,0,0,0,0,0,0
E130,Shridevi Institute of Engineering and Technology,Tumkur,IE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149499,0,0,0,0,0,0,0,0
E130,Shridevi Institute of Engineering and Technology,Tumkur,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E132,Secab Institute of Engineering and Technology,Bijapur,AI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E132,Secab Institute of Engineering and Technology,Bijapur,CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153203,0,0,0,0,0,0,0,0
E132,Secab Institute of Engineering and Technology,Bijapur,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150942,0,0,0,0,0,0,0,0
E132,Secab Institute of Engineering and Technology,Bijapur,EC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76041,0,0,0,0,0,0,0,0
E132,Secab Institute of Engineering and Technology,Bijapur,EE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E132,Secab Institute of Engineering and Technology,Bijapur,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E133,GSSS Institute of Engineering and Technology for Women,Mysore,CS,26613,0,0,33804,0,34583,26094,0,63847,20923,53044,27099,29052,0,0,20889,33698,25115,106363,0,113653,49813,0,0
E133,GSSS Institute of Engineering and Technology for Women,Mysore,EC,146867,0,0,105709,0,0,107927,0,0,74544,0,0,80991,0,109046,52282,58942,76304,131577,0,0,73850,0,0
E133,GSSS Institute of Engineering and Technology for Women,Mysore,EE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142194,0,0,0,0,0,0,0,0
E133,GSSS Institute of Engineering and Technology for Women,Mysore,EI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113589,0,0,0,0,0,0,0,0
E133,GSSS Institute of Engineering and Technology for Women,Mysore,IE,63392,0,0,59870,0,61864,37779,0,0,32517,0,0,32408,0,0,30158,90879,40619,93338,0,122936,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E134,Smt. Kamala and Sri Venkappa M.Agadi College of Engg. and Tech.,"Laxmeshwara, Gadag",CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152772,0,0,0,0,0,0,0,0
E134,Smt. Kamala and Sri Venkappa M.Agadi College of Engg. and Tech.,"Laxmeshwara, Gadag",CS,102841,0,0,110250,0,0,148213,0,0,0,0,0,91034,0,0,77143,96273,123402,130907,0,0,107132,0,0
E134,Smt. Kamala and Sri Venkappa M.Agadi College of Engg. and Tech.,"Laxmeshwara, Gadag",EC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152881,0,0,0,0,0,0,0,0
E134,Smt. Kamala and Sri Venkappa M.Agadi College of Engg. and Tech.,"Laxmeshwara, Gadag",EE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132122,0,0,0,0,0,0,0,0
E134,Smt. Kamala and Sri Venkappa M.Agadi College of Engg. and Tech.,"Laxmeshwara, Gadag",IE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134742,0,0,0,0,0,0,0,0
E134,Smt. Kamala and Sri Venkappa M.Agadi College of Engg. and Tech.,"Laxmeshwara, Gadag",ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E135,KLS Viswanathrao Deshpande Institute of Technology,"Haliyal, Uttara Kannada",CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153063,0,0,0,0,0,0,0,0
E135,KLS Viswanathrao Deshpande Institute of Technology,"Haliyal, Uttara Kannada",CS,55563,0,0,60046,0,0,92976,0,0,46263,0,110833,63458,0,0,42653,0,90825,129334,0,0,0,0,0
E135,KLS Viswanathrao Deshpande Institute of Technology,"Haliyal, Uttara Kannada",EC,0,0,0,146702,0,0,127466,0,0,0,0,0,150824,0,0,123980,124514,0,0,0,0,0,0,0
E135,KLS Viswanathrao Deshpande Institute of Technology,"Haliyal, Uttara Kannada",EE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148137,0,0,0,0,0,0,0,0
E135,KLS Viswanathrao Deshpande Institute of Technology,"Haliyal, Uttara Kannada",ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93076,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E136,Moodalakatte Institute of Technology,Udupi,CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151636,0,0,0,0,0,0,0,0
E136,Moodalakatte Institute of Technology,Udupi,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149549,0,0,0,0,0,0,0,0
E136,Moodalakatte Institute of Technology,Udupi,EC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114169,0,0,0,0,0,0,0,0
E136,Moodalakatte Institute of Technology,Udupi,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E139,Impact College of Engineering and Applied Sciences,"Sahakara Nagar, Bengaluru",AI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E139,Impact College of Engineering and Applied Sciences,"Sahakara Nagar, Bengaluru",CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E139,Impact College of Engineering and Applied Sciences,"Sahakara Nagar, Bengaluru",CS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149752,0,0,0,0,0,0,0,0
E139,Impact College of Engineering and Applied Sciences,"Sahakara Nagar, Bengaluru",DS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E139,Impact College of Engineering and Applied Sciences,"Sahakara Nagar, Bengaluru",EC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E139,Impact College of Engineering and Applied Sciences,"Sahakara Nagar, Bengaluru",EE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E139,Impact College of Engineering and Applied Sciences,"Sahakara Nagar, Bengaluru",ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E141,PES University,"Electronic city,Bengaluru",CS,10290,0,22816,10221,24662,16846,8823,0,12710,7101,0,12583,5915,22944,13061,3735,16300,11520,49565,98189,106329,26912,0,47027
E141,PES University,"Electronic city,Bengaluru",EC,16321,0,21331,14781,0,22832,16084,0,75595,12374,38488,0,15005,0,0,6918,27030,21009,105508,0,106227,52456,0,0
E141,PES University,"Electronic city,Bengaluru",ME,0,0,0,68694,0,0,0,0,0,57270,0,0,94288,0,0,41040,0,122288,115065,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E142,Adichunchanagiri University(Formerly BGSIT),"Nagamangala ,Mandya",CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128092,0,0,0,0,0,0,0,0
E142,Adichunchanagiri University(Formerly BGSIT),"Nagamangala ,Mandya",CS,66481,0,0,60234,0,68508,43502,0,0,40033,0,0,39839,0,0,36486,0,41722,111846,0,0,130722,0,0
E142,Adichunchanagiri University(Formerly BGSIT),"Nagamangala ,Mandya",EC,0,0,0,89018,0,0,84949,0,0,73365,0,0,0,0,0,66858,69482,140068,101601,0,0,0,0,0
E142,Adichunchanagiri University(Formerly BGSIT),"Nagamangala ,Mandya",IE,0,0,0,143695,0,0,134652,0,0,77725,0,0,0,0,0,77553,0,93424,0,0,0,0,0,0
E142,Adichunchanagiri University(Formerly BGSIT),"Nagamangala ,Mandya",ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64829,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E144,Srinivas Institute of Technology,"Mangalore, Dakshina Kannada",AE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147657,0,0,0,0,0,0,0,0
E144,Srinivas Institute of Technology,"Mangalore, Dakshina Kannada",AI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136952,0,0,0,0,0,0,0,0
E144,Srinivas Institute of Technology,"Mangalore, Dakshina Kannada",AU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39329,0,0,0,0,0,0,0,0
E144,Srinivas Institute of Technology,"Mangalore, Dakshina Kannada",CS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151402,0,0,0,0,0,0,0,0
E144,Srinivas Institute of Technology,"Mangalore, Dakshina Kannada",EC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150917,0,0,0,0,0,0,0,0
E144,Srinivas Institute of Technology,"Mangalore, Dakshina Kannada",EE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E144,Srinivas Institute of Technology,"Mangalore, Dakshina Kannada",IE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150418,0,0,0,0,0,0,0,0
E144,Srinivas Institute of Technology,"Mangalore, Dakshina Kannada",ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E144,Srinivas Institute of Technology,"Mangalore, Dakshina Kannada",MR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133032,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E145,Rajarajeswari College of Engineering,"Kumbalagodu, Bengaluru",AI,124149,0,0,115760,0,0,0,0,0,120467,0,0,152675,0,0,110237,0,0,0,0,0,0,0,0
E145,Rajarajeswari College of Engineering,"Kumbalagodu, Bengaluru",CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E145,Rajarajeswari College of Engineering,"Kumbalagodu, Bengaluru",CS,64576,0,0,77069,0,134018,68382,0,0,49030,0,0,47402,0,62304,44361,54857,59593,146171,0,0,68177,0,0
E145,Rajarajeswari College of Engineering,"Kumbalagodu, Bengaluru",EC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137384,0,0,0,0,0,0,0,0
